    3.682167     7.872793     4.114865
    9.889046     7.311950     5.308497
    4.145829     5.795717     6.944210
    6.820506     8.250769     7.279818
    4.669418     6.994490     6.094143
    6.115464     5.156762     2.437406
    8.829854     7.649971     7.501623
    7.716323     5.911553     6.780494
   -3.116486     6.581904     2.731850
    3.398488     5.248927     5.485926
   -2.161753     2.721611     3.974194
    1.715908     3.338636     2.013141
   -2.938067     3.167475     4.918191
    6.226372     5.898198     3.226769
   10.404819     3.754991     4.003163
    7.753294     6.400175     6.659620
    4.675139     2.777341     3.069838
    5.880767     6.731693     7.566864
    9.723509     9.349625     6.309597
    7.135491     5.947098     7.494802
    9.665525     5.999463     4.052880
    8.511358     7.319468     6.675136
    5.672794     6.518825     5.596793
   -0.161898     7.222350     8.114484
    7.854956     4.820170     3.541905
   12.672641     8.436007    10.233557
    5.501504     5.926219     4.797139
    7.963146     6.536695     3.790271
   10.120927     5.210982     6.820571
    0.882852     4.661061     2.424299
    6.576730     7.619332     5.618688
    0.430227     1.970526     2.876173
   11.961471     9.235612     7.151114
   11.493328     5.982811     7.688167
    7.926709     5.734924     6.088210
    0.841811     7.256899     3.618756
    7.126154     2.790722     5.138389
    1.194335     6.645139     4.684499
   12.832263     5.603717     7.142147
    7.254776     6.020336     4.598816
   13.302490     9.635835     9.114551
    4.991775     3.505354     3.633734
    2.128263     3.209993     4.266269
   10.124679     7.386272     6.339519
    1.815681     4.834963     5.232547
    7.212482     3.140898     5.913195
    5.155212     6.596064     5.996038
   -2.706884     4.966266     5.532076
    6.417078     8.091454     3.848107
    3.039740     4.290098     5.136003
    5.027953     8.225633     5.452439
    4.290300     6.931321     7.592964
    7.029619     6.958328     5.720188
   11.830571     9.797247     4.853308
    4.821799     5.079098     5.910921
   -2.241636     4.250694     2.753313
    0.551081     2.971578     3.496023
    6.731448     9.631553     5.151539
    5.206308     4.235850     5.061044
    7.311421     4.288889     5.710624
    3.632511     1.924661     0.969505
    9.346280     6.008545     7.075269
    5.342323     6.611820     4.499533
    9.018034     8.919296     5.383352
    3.226136     3.062578     4.315447
   13.156415     7.037046     9.393226
   -2.184050     2.958588     1.491860
   10.354769     5.235050     5.683134
    8.317885     6.371837     4.330275
    5.933660     2.505479     1.225763
    3.760029     5.731107     4.630201
    3.626246     8.504129     7.066217
   11.656008     7.631313     7.452267
    6.542317     5.223700     6.851641
    9.615690     7.574517     4.154382
    5.343082     2.728280     4.007005
    5.372005     4.044533     3.627466
    7.052655     5.500207     7.170121
   11.350352     6.318332     5.037055
    7.124367     5.197815     4.679811
