    2.130697     0.573051    -0.026403
    1.722092     0.425472     0.280523
   -0.878866     0.455033     0.096827
    0.232358    -0.658335     0.811034
   -0.024982     0.180512     0.155342
    2.974538     1.730850     1.427506
    1.438481     0.483444     1.050116
    1.946416    -1.901134    -2.628518
    0.361020    -0.846025    -0.060588
   -1.397264    -1.903001     0.545975
   -0.167720    -0.527616    -0.161678
    0.873781     0.068812     1.768850
   -0.087692     2.345841     0.861473
    0.597678     0.858773    -0.047882
    1.704639    -0.174745     1.642652
    1.503932     1.350790    -0.712270
    0.101918     0.683911     0.454188
   -0.575380    -0.141525     0.397389
    4.143705     1.454362    -0.473141
   -1.766746    -0.935022    -1.174430
   -0.284825    -0.469326    -0.520512
   -0.998997    -1.798971    -0.829366
    1.382241     0.307441     0.652713
    0.714984     0.048988    -0.899785
   -0.445012     0.034340     0.378358
    1.791359     0.628857    -0.420865
    4.626470     1.688276     1.803375
   -1.017378    -1.132670    -0.772801
    4.981373     1.688172     0.709216
   -1.571908    -0.966940    -2.965682
    1.201194     0.534010     0.591375
    1.220191     2.007878     1.232726
   -2.012414     0.302495     0.198884
    1.808460     1.541636    -0.443372
    1.626202    -0.452946     1.204723
    0.826900    -0.080164     0.807043
   -1.052419    -1.154268    -1.096080
   -1.046359     0.611826     0.009381
    1.626178     0.680168     1.354574
   -0.154210    -0.180804     0.661624
   -1.350459    -1.254994    -0.476322
    1.590089    -0.011297     2.539665
    2.028821     0.871237     2.114409
   -0.768554    -1.519739    -1.049556
   -0.629993    -0.894718    -1.373639
   -0.052401     0.084974    -1.010153
   -1.216067    -0.595221    -0.270671
    3.556276     2.618576     0.591385
   -2.146236    -1.373059    -0.182791
    9.754606     2.244199    -0.993251
    1.430445    -0.072331     0.512683
   -0.196155    -0.102803    -0.737200
    1.787917     1.311074     0.182294
    0.210686    -0.844507     0.543149
    3.061542     0.998745    -1.479567
    3.781604     1.050430     2.871853
   -3.121497    -1.307288    -0.229803
   -0.245909    -0.769550     0.969677
    2.735952     0.762415     0.913846
    0.242162     0.137343    -1.332466
    0.810415     0.542719    -1.076500
    2.684378     1.647945     0.408512
    1.874258     1.318302     0.877562
    1.924598     1.851695     0.840445
    0.004551     0.330181    -1.802358
   -1.348738     0.486311    -1.003640
   -1.380792    -1.181898    -2.043882
    2.423374     0.159104     0.908213
    0.202101    -0.182482     1.027061
    2.049191    -2.185641    -0.820114
   -0.641404    -0.085538     0.402388
    1.623399     0.234585     0.450069
   -1.876168    -1.429091    -1.463563
    0.503304     0.712512     0.637111
    1.317729    -0.033451     0.129048
    1.877915    -0.318939     1.805331
    0.959223     0.735089     0.879646
   -0.197469    -0.859222     0.038692
    4.090146     0.928216     0.864915
   -1.540213    -1.134404    -1.634614
    0.763333    -0.625061     0.785336
   -1.221152    -0.919146    -0.379264
    3.676092     1.472885     0.308999
    0.643096     0.049212     0.845667
    1.167004     0.948056    -0.752049
   -0.240270    -0.275261    -0.802535
   -1.370119    -0.969308    -0.937264
   -0.108932    -0.681526    -0.680164
    1.356917     0.929534    -0.766029
    0.382787    -0.113610     0.482668
    0.331499    -0.800993    -0.914571
    2.228594     0.806248     0.849487
    0.331497    -1.742697    -0.971761
   -0.241108    -0.767190    -0.540247
   -1.620415     0.630416    -0.707941
    2.838259     0.446204     1.426228
    1.798000     0.920158     0.780466
    0.214752    -0.302362    -0.353615
   -0.588905    -0.667067    -1.049205
   -0.732791    -0.879911     0.143353
    2.607052     1.121815     1.521253
    7.333551     2.002693     1.315806
   -0.094019    -0.050728    -1.035535
    5.271365     0.853345     1.261567
    2.245548     1.013821     1.559365
   -2.797342     1.463259    -2.673263
    4.109911     1.625820     0.366772
    2.353433     1.149072     2.237501
   -1.776930     0.080439    -0.687715
    1.302736     0.306771     0.767391
   -0.323535    -1.193975     0.507292
   -1.511065     0.753587    -0.730135
   -0.028047    -1.077849    -0.095550
    1.339132     0.620337     0.012353
    2.383011    -0.020331     1.818190
    1.444436    -0.610441     1.142273
   -0.957580    -0.495295     0.737035
    1.102282     1.996427    -0.825704
    2.047127     0.571782     0.185116
    0.415054    -0.033948     0.040035
    1.016192    -0.270848     0.855491
    0.744168     0.274339     1.389001
   -0.684603    -1.001999     0.575432
   -1.010250     0.564978     1.229497
   -0.047899    -1.547121    -2.206454
    0.564704    -0.837967     1.225610
    0.679750    -0.033646    -1.189176
    0.724837     0.440869    -0.992926
   -1.358829    -1.437663    -1.528231
   -0.691989    -0.560584    -0.411539
    3.474941     1.317364    -0.653814
   -3.936500     0.623056    -2.584564
    1.833851     0.603255    -0.381319
    1.343601    -0.593635    -0.229597
    0.045104    -0.312900     1.098224
    2.751093     0.703353    -0.772000
   -0.641427    -0.833043     1.077487
    1.704863     2.174339     0.910970
   -0.960856    -0.001026    -1.930303
    2.212310     1.790311     2.331245
    1.218560     1.167797    -0.826525
    0.369894     0.311768    -0.928207
    0.687689     0.917833    -0.017079
   -1.333409     0.768371    -1.365935
    1.263545     0.004397     0.663449
    2.881403     0.745560     2.268713
   -3.071286    -1.678018     0.173856
   -0.531316    -0.442936    -0.452543
   -0.014679    -1.322885     0.943381
   -0.267298    -0.684655    -1.569323
    1.668295    -0.246858     0.894645
    0.178968    -0.314465     0.106760
   -0.252187    -2.141871    -0.259032
    3.868074     0.540461     0.531535
